name;id;wikidataId;firstAuthor;numOfCoAuthors;title;subtitle;normalizedGenre;digitalSource;originalSourcePublisher;originalSourcePubPlace;originalSourceYear;originalSourceNumberOfPages;yearNormalized;size;libretto;averageClustering;density;averagePathLength;maxDegreeIds;averageDegree;diameter;datePremiered;yearPremiered;yearPrinted;maxDegree;numOfSpeakers;numOfSpeakersFemale;numOfSpeakersMale;numOfSpeakersUnknown;numOfPersonGroups;numConnectedComponents;numEdges;yearWritten;numOfSegments;wikipediaLinkCount;numOfActs;wordCountText;wordCountSp;wordCountStage;numOfP;numOfL;numOfSpeakersFemaleAndMale
buechner-leonce-und-lena;ger000371;Q1751800;Büchner;0;Leonce und Lena;Ein Lustspiel;Comedy;http://www.textgridrep.org/textgrid:kscn.0;;;;;1838;21;FALSCH;9,36E+15;4,19E+16;1,46E+16;praesident;8,38E+15;3;;1895;1838;16;21;3;16;2;2;2;88;1836;11;8;3;8926;8693;648;282;18;not equal
buechner-woyzeck;ger000564;Q657215;Büchner;0;Woyzeck;Ein Drama;;http://www.textgridrep.org/textgrid:kscv.0;;;;;1837;30;FALSCH;7,16E+15;1,38E+16;1,97E+16;woyzeck;4;4;;1913;1875;21;30;7;21;2;2;3;60;1836/1837;49;26;0;10353;9425;848;411;101;not equal
bueschel-die-neue-messaline;ger000483;Q87986345;Büschel;0;Die neue Messaline;Trauerspiel in einem Akt;;https://de.wikisource.org/wiki/Die_neue_Messaline_(1788);Himburg;Berlin;1788;32;1786;11;FALSCH;6,64E+15;2,91E+15;2,02E+15;messaline|bella;2,91E+15;4;;;1786;5;11;2;9;0;0;2;16;;14;0;0;4252;4121;93;85;0;not equal
bueschel-julus-und-rhea;ger000659;Q123909304;Büschel;0;Julus und Rhea;Ein musikalisches Drama in einem Akt;;https://books.google.com/books?id=XB6qxAjg17wC&printsec=frontcover;;Strasburg;1779;32;1779;7;FALSCH;1;1;1;several characters;6;1;;;1779;6;7;3;2;2;1;1;21;;1;0;0;2246;2158;216;0;251;not equal
bunge-der-trompeter-von-saekkingen;ger000219;Q5261231;Bunge;0;Der Trompeter von Säkkingen;Oper in 3 Akten, nebst einem Vorspiel;;http://www.textgridrep.org/textgrid:kssc.0;;;;;1884;19;WAHR;8,76E+15;6,32E+14;1,37E+15;werner|conradin;1,14E+16;2;;1884;;18;19;3;12;4;10;1;108;;4;4;3;7637;7458;39;0;1315;not equal
busoni-doktor-faust;ger000542;Q1235069;Busoni;0;Doktor Faust;;;http://www.textgridrep.org/textgrid:ktrh.0;;;;;1920;40;WAHR;9,28E+14;4,27E+15;1,57E+15;faust|mephistopheles;1665;2;;1925;1920;39;40;2;31;7;7;1;333;;6;8;0;7031;6113;1560;252;427;not equal
busoni-turandot;ger000145;Q2843864;Busoni;0;Turandot;Eine chinesische Fabel nach Gozzi in zwei Akten;;http://www.textgridrep.org/textgrid:ktrm.0;;;;;1917;16;WAHR;9,26E+15;6,33E+15;1,39E+16;kalaf;95;3;;1917;1920;14;16;6;9;1;7;1;76;;4;7;2;4505;4220;710;176;352;not equal
castelli-jeitteles-der-schicksalsstrumpf;ger000523;Q104904334;Castelli;1;Der Schicksalsstrumpf;Tragödie in zwei Akten;Comedy;https://books.google.com/books?id=X8HI-fCDRkIC&printsec=frontcover;;;;;1818;6;FALSCH;8,39E+15;7,33E+15;1,27E+16;kunigunde|roderich_i;3,67E+16;2;;;1818;5;6;1;4;1;0;1;11;;27;0;2;13852;12938;1504;14;2224;not equal
chezy-der-neue-narziss;ger000584;Q112170260;Chézy;0;Der neue Narziß;Lustspiel in einem Aufzug;Comedy;https://de.wikisource.org/wiki/Der_neue_Narziß;Fleischer;Leipzig;1824;33;1823;11;FALSCH;1;1;1;several characters;10;1;###############################################################################################################################################################################################################################################################;1823;1824;10;11;4;4;3;3;1;55;;7;0;0;4776;4494;442;0;562;equal
chezy-euryanthe;ger000433;Q707737;Chézy;0;Euryanthe;Romantische Oper in drei Aufzügen;;http://www.textgridrep.org/textgrid:kw8v.0;;;;;1823;12;WAHR;8,41E+14;6,82E+15;1,32E+16;lysiart|adolar|chor;75;2;;1823;;10;12;4;6;2;5;1;45;;25;17;3;8939;7778;2683;0;1046;not equal
chlumberg-die-fuehrer;ger000560;Q111371024;Chlumberg;0;Die Führer;Ein Schauspiel in vier Akten und einem Vorspiel;;http://www.textgridrep.org/textgrid:kw97.0;;;;;1919;31;FALSCH;7,22E+15;2,28E+16;2,18E+16;bergmann;6,84E+15;4;;;1919;17;31;3;28;0;1;1;106;;34;0;4;23692;23053;3552;1019;0;not equal
chlumberg-wunder-um-verdun;ger000562;Q111442342;Chlumberg;0;Wunder um Verdun;Dreizehn Bilder;;http://www.textgridrep.org/textgrid:kw94.0;;;;;1930;115;FALSCH;9,35E+15;2,05E+16;2,22E+16;verron;2,34E+15;4;;1930;1931;61;115;13;85;17;24;1;1347;;13;0;0;26150;23904;4529;1158;9;not equal
collin-balboa;ger000608;Q116922930;Collin;0;Balboa;Ein Trauerspiel in fünf Aufzügen;Tragedy;https://www.gutenberg.org/ebooks/49248;Unger;Berlin;1806;131;1805;15;FALSCH;7,00E+15;3,71E+16;1,79E+16;pedrarias;52;3;###############################################################################################################################################################################################################################################################;1805;1806;11;15;2;10;3;3;1;39;;33;0;5;17683;17328;942;0;2453;not equal
collin-coriolan;ger000474;Q67012293;Collin;0;Coriolan;Ein Trauerspiel in fünf Aufzügen;Tragedy;http://www.deutschestextarchiv.de/collin_coriolan_1804;;;;;1802;16;FALSCH;7,60E+15;425;1575;coriolan;6375;2;;1802;1804;15;16;2;14;0;2;1;51;;33;0;5;20006;19579;691;0;2838;not equal
cornelius-der-barbier-von-bagdad;ger000318;Q463710;Cornelius;0;Der Barbier von Bagdad;Komische Oper in zwei Aufzügen;;http://www.textgridrep.org/textgrid:m08h.0;;;;;1858;18;WAHR;8,39E+15;4,84E+16;1,52E+16;kadi;8,22E+15;2;;1858;;15;18;3;12;3;8;1;74;;20;10;2;7362;7001;1955;0;978;not equal
costenoble-die-katze-laesst-das-mausen-nicht;ger000591;Q113128710;Costenoble;0;Die Katze läßt das Mausen nicht;Lustspiel in einem Aufzuge. Fortsetzung des Bauerngutes;Comedy;https://books.google.com/books?id=lx515clPwbUC&pg=PA71;Schmidt;Hamburg;1811;62;1811;5;FALSCH;9;9;11;knallerpaller|frau_timian|schnapps;36;2;;;1811;4;5;1;4;0;0;1;9;;20;0;0;6487;6347;525;288;33;not equal
cronegk-codrus;ger000501;Q96406217;Cronegk;0;Codrus;Ein Trauerspiel in fünf Aufzügen;Tragedy;https://books.google.com/books?id=MaRKAAAAcAAJ&pg=RA1-PP1;Dyk;Leipzig;1758;96;1758;10;FALSCH;8,18E+15;6;1,42E+16;elisinde|codrus;54;3;;1760;1758;8;10;2;8;0;0;1;27;1754;38;1;5;16736;16367;731;0;1874;not equal
cronegk-der-misstrauische;ger000068;Q52893354;Cronegk;0;Der Mißtrauische;Ein Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:m0br.0;;;;;1760;7;FALSCH;1;1;1;several characters;6;1;;1766;1760;6;7;2;5;0;0;1;21;;35;0;5;25767;25499;883;749;0;not equal
dauthendey-die-spielereien-einer-kaiserin;ger000598;Q108612576;Dauthendey;0;Die Spielereien einer Kaiserin;Drama in vier Akten, einem Vorspiel und einem Epilog;;https://www.projekt-gutenberg.org/dauthend/spielere/spielere.html;Langen;München;1910;;1910;15;FALSCH;8,77E+14;4,76E+16;1,52E+16;katharina|menschikoff;6,67E+15;2;15.05.11;1911;1910;14;15;3;12;0;0;1;50;;6;0;4;36024;33599;6389;0;3291;not equal
dehmel-die-menschenfreunde;ger000236;Q52893522;Dehmel;0;Die Menschenfreunde;Drama in drei Akten;;http://www.textgridrep.org/textgrid:m9xz.0;;;;;1917;8;FALSCH;9,11E+15;8,93E+15;1,11E+16;several characters;625;2;;1917;1917;7;8;1;7;0;0;1;25;;3;0;3;15364;15199;1964;489;0;not equal
dehmel-michel-michael;ger000299;Q52893568;Dehmel;0;Michel Michael;Komödie in fünf Akten;Comedy;http://www.textgridrep.org/textgrid:mbmn.0;;;;;1911;35;FALSCH;8,68E+15;7,13E+15;1,29E+16;eulenspiegel;2,42E+16;2;;1911;1911;34;35;5;25;5;15;1;424;1909/1910;6;0;5;18719;18099;4333;0;2017;not equal
delpons-der-ahnherr;ger000489;Q89888632;d'Elpons;0;Der Ahnherr;Schwank in Einem Aufzuge;Comedy;https://de.wikisource.org/wiki/Der_Ahnherr;;;;;1819;4;FALSCH;1;1;1;several characters;3;1;;;1819;3;4;0;4;0;0;1;6;;10;0;0;3163;3024;237;177;0;not equal
dery-die-selige-insel;ger000614;Q117829722;Déry;0;Die selige Insel;Dramatisches Idyll;;https://books.google.com/books?id=XVIuAAAAYAAJ&printsec=frontcover;Schuster & Loeffler;Berlin;1897;89;1897;2;FALSCH;0;1;1;airy|jost;1;1;;;1897;1;2;1;1;0;0;1;1;;1;0;1;5178;5025;212;0;1193;equal
devrient-die-gunst-des-augenblicks;ger000273;Q52893644;Devrient;0;Die Gunst des Augenblicks;Lustspiel in drei Akten;Comedy;http://www.textgridrep.org/textgrid:mgfp.0;;;;;1836;8;FALSCH;7,71E+15;6,79E+15;1,32E+16;landrath;475;2;;1836;1836;7;8;2;6;0;0;1;19;;41;0;3;18282;17702;2058;956;24;not equal
devrient-hans-heiling;ger000055;Q845843;Devrient;0;Hans Heiling;Romantische Oper in drei Aufzügen und einem Vorspiel;;http://www.textgridrep.org/textgrid:mgfk.0;;;;;1833;17;WAHR;8,56E+15;5,59E+15;1,46E+16;stephan;8,94E+15;3;;1833;;15;17;5;8;4;9;1;76;;29;9;3;14069;12682;4269;156;1220;not equal
dohm-der-seelenretter;ger000650;Q120199468;Dohm;0;Der Seelenretter;Lustspiel in einem Act;Comedy;https://nbn-resolving.org/urn:nbn:de:hbz:6:1-215596;Krause;Berlin;1875;46;1875;5;FALSCH;9;9;11;paul|franz|lucie;36;2;###############################################################################################################################################################################################################################################################;1875;1875;4;5;2;3;0;0;1;9;;15;0;0;8629;8480;594;368;4;not equal
